Place Name,Location,Category,Description,Rating,State,latitude,longitude,Entities
Sanchi Museum,Sanchi,Museum,"Sanchi Museum is located near the Sanchi Stupa and houses an extensive collection of artifacts, sculptures, and relics related to Buddhism. It provides valuable insights into the history, art, and culture of the region. Visitors can learn about Buddhist art, view ancient relics, and enhance their understanding of Sanchi's heritage.",4.3,madhya pradesh,23.4784,77.7352, Sanchi Museum the Sanchi Stupa Buddhist Sanchi
Shivpuri,Madhya Pradesh,Nature Reserve,"Shivpuri is a nature reserve and wildlife sanctuary located in Madhya Pradesh. It is known for its lush forests, tranquil lakes, and diverse wildlife. Visitors can engage in activities like wildlife safaris, birdwatching, and nature walks to explore the natural beauty and spot animals like deer, leopards, and monkeys.",4.1,madhya pradesh,25.4036,77.6644, Shivpuri Madhya Pradesh safaris
Raneh Falls,Khajuraho,Waterfall,"Raneh Falls is a picturesque waterfall located in Khajuraho. It is famous for its unique rock formations and the stunning colors reflected in the water during sunset. Visitors can witness the beauty of the falls, explore the surrounding canyon, and capture mesmerizing photographs.",4.1,madhya pradesh,24.8807,79.6232, Raneh Falls Khajuraho the surrounding canyon
Pench National Park,Seoni,National Park,"Pench National Park is a renowned national park situated in Seoni and Chhindwara districts of Madhya Pradesh. It is known for its rich biodiversity, including tigers, leopards, elephants, and various bird species. Visitors can enjoy wildlife safaris, birdwatching, and immerse themselves in the natural splendor of the park.",4.3,madhya pradesh,21.7724,79.113, Pench National Park Seoni Chhindwara Madhya Pradesh safaris
Panna National Park,Panna,National Park,"Panna National Park is a renowned national park situated in the Panna and Chhatarpur districts of Madhya Pradesh. It is known for its diverse wildlife, including tigers, leopards, and various bird species. Visitors can enjoy wildlife safaris, explore ancient caves, and witness the natural beauty of the park.",4.3,madhya pradesh,24.574,80.2454, Panna National Park Panna Chhatarpur Madhya Pradesh safaris
Bhojpur Temple,Bhojpur,Hindu Temple,"Bhojpur Temple is a famous Hindu temple dedicated to Lord Shiva. It is known for its colossal Lingam and intricate carvings. Visitors can admire the architectural brilliance of the temple, explore the ruins of the unfinished fort, and experience the spiritual ambiance of this ancient site.",4.2,madhya pradesh,23.1659,77.5185, Bhojpur Temple Hindu Lingam
Chitrakoot,Satna,Pilgrimage Site,"Chitrakoot is a sacred pilgrimage site associated with Lord Rama. It is believed to be the place where Lord Rama, Sita, and Lakshmana spent their exile period. Visitors can visit the various temples, take a dip in the holy rivers, and experience the spiritual significance of this revered place.",4.4,madhya pradesh,25.1874,80.8645, Lakshmana
Kanha National Park,Balaghat,National Park,"Kanha National Park is one of the largest national parks in Madhya Pradesh and a popular tiger reserve. It is known for its abundant wildlife, including tigers, leopards, and barasingha. Visitors can enjoy wildlife safaris, birdwatching, and nature walks to explore the diverse flora and fauna of the park.",4.4,madhya pradesh,22.3334,80.6112, Kanha National Park Madhya Pradesh safaris
Pachmarhi,Hoshangabad,Hill Station,"Pachmarhi is a popular hill station in Madhya Pradesh known for its scenic beauty, waterfalls, and lush green forests. It offers a peaceful retreat amidst nature and is a paradise for trekkers and nature lovers. Visitors can explore attractions like Jata Shankar Cave, Bee Falls, and Dhoopgarh, and enjoy the serene ambiance of the hill station.",4.4,madhya pradesh,22.4674,78.4336, Madhya Jata Shankar Cave Bee Falls Dhoopgarh
Satpura National Park,Hoshangabad,National Park,"Satpura National Park is a scenic national park located in the Hoshangabad district of Madhya Pradesh. It is known for its dense forests, rugged terrains, and diverse wildlife, including tigers, leopards, and sloth bears. Visitors can enjoy wildlife safaris, nature walks, and explore the enchanting beauty of the park.",4.3,madhya pradesh,22.5243,78.8495, Satpura National Park Hoshangabad Madhya Pradesh safaris
Panna National Park,Panna,National Park,"Panna National Park is a renowned national park situated in the Panna and Chhatarpur districts of Madhya Pradesh. It is known for its diverse wildlife, including tigers, leopards, and various bird species. Visitors can enjoy wildlife safaris, explore ancient caves, and witness the natural beauty of the park.",4.3,madhya pradesh,24.574,80.2454, Panna National Park Panna Chhatarpur Madhya Pradesh safaris
Bhojpur Temple,Bhojpur,Hindu Temple,"Bhojpur Temple is a famous Hindu temple dedicated to Lord Shiva. It is known for its colossal Lingam and intricate carvings. Visitors can admire the architectural brilliance of the temple, explore the ruins of the unfinished fort, and experience the spiritual ambiance of this ancient site.",4.2,madhya pradesh,23.1745,77.5323, Bhojpur Temple Hindu Lingam
Sultanpur National Park,Gurgaon,National Park,"Sultanpur National Park is a popular bird sanctuary located in Gurgaon, Haryana. It is home to various migratory bird species and offers excellent opportunities for birdwatching. Visitors can explore the park's trails, spot diverse birdlife, and enjoy the serene surroundings.",4.4,haryana,28.4471,77.0319, Sultanpur National Park Gurgaon Haryana
Surajkund,Faridabad,Historical Site,"Surajkund is an ancient reservoir and a popular tourist attraction near Faridabad. It is known for its picturesque surroundings and the annual Surajkund Crafts Mela, showcasing traditional Indian handicrafts. Visitors can enjoy boating, explore the ruins of the Sun Pool, and witness the vibrant cultural festivities.",4.3,haryana,28.4894,77.2822, Surajkund Faridabad Surajkund Crafts Mela Indian the Sun Pool
Badhkal Lake,Faridabad,Recreational Spot,"Badhkal Lake is a serene lake located near Faridabad. It is a popular picnic spot offering boating facilities and a tranquil environment. Visitors can relax by the lakeside, enjoy the scenic views, and indulge in recreational activities.",4.1,haryana,28.357,77.3259, Badhkal Lake Faridabad
Damdama Lake,Gurgaon,Recreational Spot,"Damdama Lake is a large natural lake located in the Aravalli hills near Gurgaon. It is a popular destination for adventure activities and day trips. Visitors can enjoy boating, kayaking, rock climbing, and zip-lining, and experience the beauty of the surrounding landscapes.",4.3,haryana,28.3387,77.1955, Damdama Lake Aravalli Gurgaon
Karna Lake,Karnal,Recreational Spot,"Karna Lake is a picturesque lake located in Karnal, Haryana. It is known for its serene ambiance and beautiful surroundings. Visitors can enjoy boating, indulge in waterside dining, and relax in the tranquil environment of the lake.",4.2,haryana,29.6741,76.9995, Karna Lake Karnal Haryana
Sheikh Chilli's Tomb,Thanesar,Historical Site,"Sheikh Chilli's Tomb is a historical site located in Thanesar, Haryana. It is the mausoleum of Sheikh Chilli, a popular character from folklore. Visitors can explore the tomb, learn about the legendary tales associated with Sheikh Chilli, and appreciate the architectural beauty of the monument.",4.1,haryana,29.994,76.8365, Sheikh Chilli's Tomb Thanesar Haryana Sheikh Chilli Sheikh Chilli
Sultanpur National Park,Gurgaon,National Park,"Sultanpur National Park is a popular bird sanctuary located in Gurgaon, Haryana. It is home to various migratory bird species and offers excellent opportunities for birdwatching. Visitors can explore the park's trails, spot diverse birdlife, and enjoy the serene surroundings.",4.4,haryana,28.4471,77.0319, Sultanpur National Park Gurgaon Haryana
Surajkund,Faridabad,Historical Site,"Surajkund is an ancient reservoir and a popular tourist attraction near Faridabad. It is known for its picturesque surroundings and the annual Surajkund Crafts Mela, showcasing traditional Indian handicrafts. Visitors can enjoy boating, explore the ruins of the Sun Pool, and witness the vibrant cultural festivities.",4.3,haryana,28.4894,77.2822, Surajkund Faridabad Surajkund Crafts Mela Indian the Sun Pool
Badhkal Lake,Faridabad,Recreational Spot,"Badhkal Lake is a serene lake located near Faridabad. It is a popular picnic spot offering boating facilities and a tranquil environment. Visitors can relax by the lakeside, enjoy the scenic views, and indulge in recreational activities.",4.1,haryana,28.357,77.3259, Badhkal Lake Faridabad
Damdama Lake,Gurgaon,Recreational Spot,"Damdama Lake is a large natural lake located in the Aravalli hills near Gurgaon. It is a popular destination for adventure activities and day trips. Visitors can enjoy boating, kayaking, rock climbing, and zip-lining, and experience the beauty of the surrounding landscapes.",4.3,haryana,28.3387,77.1955, Damdama Lake Aravalli Gurgaon
Karna Lake,Karnal,Recreational Spot,"Karna Lake is a picturesque lake located in Karnal, Haryana. It is known for its serene ambiance and beautiful surroundings. Visitors can enjoy boating, indulge in waterside dining, and relax in the tranquil environment of the lake.",4.2,haryana,29.6741,76.9995, Karna Lake Karnal Haryana
Sheikh Chilli's Tomb,Thanesar,Historical Site,"Sheikh Chilli's Tomb is a historical site located in Thanesar, Haryana. It is the mausoleum of Sheikh Chilli, a popular character from folklore. Visitors can explore the tomb, learn about the legendary tales associated with Sheikh Chilli, and appreciate the architectural beauty of the monument.",4.1,haryana,29.994,76.8365, Sheikh Chilli's Tomb Thanesar Haryana Sheikh Chilli Sheikh Chilli
Jakhu Temple,Shimla,Hindu Temple,"Jakhu Temple is a famous Hindu temple dedicated to Lord Hanuman, situated on Jakhu Hill in Shimla. It offers panoramic views of the city and surrounding hills. Visitors can trek to the temple, seek blessings, and enjoy the serene and spiritual ambiance.",4.3,shimla,31.1074,77.1785, Jakhu Temple Hindu Hanuman Jakhu Hill Shimla
Christ Church,Shimla,Historical Site,"Christ Church is a prominent landmark and one of the oldest churches in North India, located on The Ridge in Shimla. It features beautiful Neo-Gothic architecture and stunning stained glass windows. Visitors can admire the church's intricate design and experience its peaceful atmosphere.",4.5,shimla,31.104,77.1735, Christ Church one North India Shimla Neo-Gothic
Kufri,Shimla,Hill Station,"Kufri is a charming hill station located near Shimla, known for its scenic beauty and adventure activities. It offers stunning views of the Himalayan ranges and is a popular destination for skiing and hiking. Visitors can also visit the Himalayan Nature Park and enjoy horse riding.",4.2,shimla,31.0975,77.2616, Kufri Shimla Himalayan the Himalayan Nature Park
Summer Hill,Shimla,Hill Station,"Summer Hill is a picturesque hill station located on the outskirts of Shimla. It is known for its tranquil ambiance and lush greenery. Visitors can enjoy leisurely walks, visit the prestigious Himachal Pradesh University, and appreciate the breathtaking views of the surrounding valleys.",4.1,shimla,31.1087,77.1676, Summer Hill Shimla Himachal Pradesh University
Annandale,Shimla,Recreational Spot,"Annandale is a popular recreational spot located near Shimla. It was once a playground for the British and is now used for various sports activities, including golf, cricket, and polo. Visitors can enjoy picnics, witness horse riding events, and admire the scenic landscapes.",4.2,shimla,31.1154,77.1796, Shimla British
Tara Devi Temple,Shimla,Hindu Temple,"Tara Devi Temple is a popular Hindu temple dedicated to Goddess Tara, situated atop Tara Devi Hill near Shimla. It offers breathtaking views of the surrounding valleys and is known for its spiritual significance. Visitors can seek blessings, enjoy the peaceful ambiance, and undertake the scenic trek to the temple.",4.1,shimla,31.1057,77.2042, Tara Devi Temple Hindu Goddess Tara Tara Devi Hill Shimla
Shimla State Museum,Shimla,Museum,"Shimla State Museum, also known as Himachal State Museum, is a fascinating museum located in Shimla. It showcases a vast collection of historical artifacts, ancient manuscripts, traditional artworks, and cultural exhibits. Visitors can explore the rich history and heritage of Himachal Pradesh.",4.3,shimla,31.1023,77.1724, Shimla State Museum Himachal State Museum Shimla Himachal Pradesh
Mashobra,Shimla,Hill Station,"Mashobra is a tranquil hill station located near Shimla. It is known for its lush green forests, apple orchards, and scenic beauty. Visitors can enjoy nature walks, go camping, and indulge in adventurous activities like rappelling and ziplining.",4.1,shimla,31.1273,77.248, Shimla
Chail,Shimla,Hill Station,"Chail is a charming hill station located near Shimla, known for its serene ambiance and panoramic views of the Himalayas. It is home to the highest cricket ground in the world and offers opportunities for trekking, wildlife spotting, and enjoying nature's beauty.",4.2,shimla,30.9665,76.5422, Shimla Himalayas
Kali Bari Temple,Shimla,Hindu Temple,"Kali Bari Temple is a popular Hindu temple dedicated to Goddess Kali, situated in Shimla. It is a significant religious and cultural landmark and attracts devotees from far and wide. Visitors can seek blessings, witness religious ceremonies, and admire the intricate temple architecture.",4,shimla,31.1114,77.1734, Kali Bari Temple Hindu Goddess Kali Shimla
Kali Ka Tibba,Shimla,Hindu Temple,"Kali Ka Tibba, also known as Shyamala Devi Temple, is a famous Hindu temple located on a hilltop near Shimla. It is dedicated to Goddess Kali and offers mesmerizing views of the Shimla town and snow-capped Himalayan peaks. Visitors can seek blessings and enjoy the spiritual ambiance.",4.1,shimla,31.0176,77.1411, Kali Ka Tibba Shyamala Devi Temple Hindu Shimla Goddess Kali Shimla Himalayan
Shimla Reserve Forest Sanctuary,Shimla,Nature Reserve,"Shimla Reserve Forest Sanctuary is a protected area located near Shimla, known for its rich biodiversity and scenic beauty. It is home to various wildlife species, including leopards, barking deer, and Himalayan black bears. Visitors can enjoy nature walks, birdwatching, and explore the lush green forests.",4,shimla,31.1142,77.1395, Shimla Reserve Forest Sanctuary Shimla Himalayan
Himachal State Museum Annex,Shimla,Museum,"Himachal State Museum Annex is an extension of the Shimla State Museum, located in Shimla. It houses a collection of historical artifacts, paintings, and sculptures that depict the rich cultural heritage of Himachal Pradesh. Visitors can explore the exhibits and delve into the region's history and art.",4,shimla,31.1057,77.1735, Himachal State Museum Annex the Shimla State Museum Shimla Himachal Pradesh
Johnnie's Wax Museum,Shimla,Museum,"Johnnie's Wax Museum is a unique museum located in Shimla. It features lifelike wax statues of famous personalities from different walks of life, including celebrities, political figures, and historical icons. Visitors can pose with the wax figures and get a glimpse into the world of fame and glamour.",4.1,shimla,31.1037,77.1709, Johnnie Wax Museum Shimla
Viceregal Lodge,Shimla,Historical Site,"Viceregal Lodge, also known as Rashtrapati Niwas, is a magnificent heritage building located in Shimla. It served as the summer residence of the British viceroys during the colonial period. The lodge features impressive architecture, sprawling gardens, and offers panoramic views of the Shimla Valley. Visitors can explore the historic halls, library, and gardens.",4.3,shimla,31.1072,77.1719, Viceregal Lodge Rashtrapati Niwas Shimla summer British the Shimla Valley
Shimla Water Catchment Sanctuary,Shimla,Nature Reserve,"Shimla Water Catchment Sanctuary is a protected area located near Shimla, encompassing several water reservoirs. It is known for its pristine natural beauty and serves as a vital water source for the city. Visitors can enjoy nature walks, birdwatching, and experience the tranquility of the sanctuary.",4.2,shimla,31.1162,77.1421, Shimla
Giri Ganga,Shimla,Pilgrimage Site,Giri Ganga is a sacred pilgrimage site located near Shimla. It is known for its natural hot water springs and the Giri Ganga Temple dedicated to Goddess Kali. The site offers serene surroundings and is frequented by devotees seeking spiritual solace. Visitors can take a dip in the holy water and experience the religious significance of the place.,4.1,shimla,31.1925,77.2948, Giri Ganga Shimla the Giri Ganga Temple Goddess Kali
Shimla Heritage Museum,Shimla,Museum,"Shimla Heritage Museum is a museum located in Shimla that showcases the rich cultural heritage and history of the region. It houses a collection of artifacts, photographs, and exhibits depicting the colonial era, local traditions, and the evolution of Shimla as a hill station. Visitors can learn about the city's past and immerse themselves in its heritage.",4,shimla,31.1036,77.1729, Shimla Heritage Museum Shimla Shimla
Nag Temple,Shimla,Hindu Temple,"Nag Temple is a popular Hindu temple dedicated to Lord Shiva, situated in Shimla. It is known for its spiritual significance and architectural beauty. The temple is surrounded by lush green forests, offering a serene ambiance for devotees and visitors seeking tranquility.",4.2,shimla,31.1005,77.1653, Nag Temple Hindu Shiva Shimla
Daranghati Sanctuary,Shimla,Nature Reserve,"Daranghati Sanctuary is a wildlife sanctuary located near Shimla. It is known for its diverse flora and fauna, including Himalayan monal, musk deer, and brown bear. Visitors can embark on nature trails, spot wildlife, and appreciate the pristine beauty of the sanctuary.",4,shimla,31.1885,77.3647, Daranghati Sanctuary Shimla Himalayan
Barog,Shimla,Hill Station,"Barog is a charming hill station located near Shimla, known for its natural beauty and pleasant weather. It offers panoramic views of the surrounding mountains and valleys. Visitors can enjoy leisurely walks, indulge in local cuisine, and experience the tranquility of this lesser-known destination.",4.1,shimla,30.9601,77.0117, Shimla
Shimla Reserve Forest,Shimla,Nature Reserve,"Shimla Reserve Forest is a protected forest area located near Shimla. It is known for its dense forests, diverse flora and fauna, and scenic trails. Visitors can go for nature walks, spot wildlife, and immerse themselves in the serenity of the forest.",4,shimla,31.1142,77.1395, Shimla Reserve Forest Shimla
Kullu,Manali,Hill Station,"Kullu is a beautiful hill station located in the Kullu Valley of Himachal Pradesh. It is known for its picturesque landscapes, apple orchards, and adventure activities. Visitors can explore the charming town, indulge in river rafting, trekking, and experience the rich cultural heritage of the region.",4.3,Himachal Pradesh,31.9592,77.1097, Kullu the Kullu Valley Himachal Pradesh
Dharamshala,Kangra,Hill Station,"Dharamshala is a popular hill station located in the Kangra district of Himachal Pradesh. It is renowned as the residence of the Dalai Lama and the headquarters of the Tibetan government-in-exile. Visitors can explore Tibetan culture and monasteries, enjoy trekking in the Dhauladhar Range, and experience the serene beauty of the Himalayas.",4.4,Himachal Pradesh,32.219,76.3234, Dharamshala Kangra Himachal Pradesh Tibetan Tibetan the Dhauladhar Range Himalayas
Shimla,Shimla,Hill Station,"Shimla is the capital city of Himachal Pradesh and a famous hill station. It is known for its colonial architecture, scenic landscapes, and pleasant weather. Visitors can explore the Mall Road, visit historical landmarks like the Viceregal Lodge, and enjoy panoramic views from viewpoints like the Ridge.",4.5,Himachal Pradesh,31.1048,77.1734, Himachal Pradesh the Mall Road the Viceregal Lodge Ridge
Manali,Kullu,Hill Station,"Manali is a popular hill station situated in the Kullu Valley of Himachal Pradesh. It is known for its breathtaking landscapes, adventure activities, and ancient temples. Visitors can indulge in activities like paragliding, river rafting, and trekking, and explore attractions such as Hadimba Temple and Solang Valley.",4.4,Himachal Pradesh,32.2396,77.1887, Manali the Kullu Valley Himachal Pradesh Hadimba Temple Solang Valley
Dalhousie,Chamba,Hill Station,"Dalhousie is a picturesque hill station located in the Chamba district of Himachal Pradesh. It is known for its colonial-era architecture, snow-capped mountains, and tranquil ambiance. Visitors can visit attractions like Khajjiar, Panchpula, and St. John's Church, and enjoy leisurely walks amidst the natural beauty.",4.3,Himachal Pradesh,32.5356,75.963, Dalhousie a picturesque hill Chamba Himachal Pradesh Khajjiar Panchpula St. John's Church
Kasol,Kullu,Hill Station,"Kasol is a scenic village located in the Parvati Valley of Himachal Pradesh. It is known for its natural beauty, hippie culture, and treks to Kheerganga and Malana. Visitors can enjoy the peaceful surroundings, experience the vibrant cafe culture, and indulge in adventure activities like hiking and camping.",4.2,Himachal Pradesh,32.009,77.3149, Kasol the Parvati Valley of Himachal Pradesh Kheerganga Malana
Khajjiar,Chamba,Hill Station,"Khajjiar is a breathtaking hill station located in the Chamba district of Himachal Pradesh. It is often referred to as the ""Mini Switzerland of India"" due to its resemblance to the Swiss landscapes. Visitors can enjoy the lush green meadows, visit the Khajjiar Lake, and explore the Khajji Nag Temple.",4.3,Himachal Pradesh,32.551,76.0625, Khajjiar Chamba Himachal Pradesh India Swiss the Khajjiar Lake the Khajji Nag Temple
Chail,Shimla,Hill Station,"Chail is a tranquil hill station located in the Shimla district of Himachal Pradesh. It is known for its lush green forests, serene ambiance, and the highest cricket ground in the world. Visitors can explore attractions like Chail Palace, Kali Ka Tibba, and enjoy nature walks amidst the pine and deodar trees.",4.1,Himachal Pradesh,30.9664,76.7996, Chail Himachal Pradesh Chail Palace Kali Ka Tibba
Kasauli,Solan,Hill Station,"Kasauli is a quaint hill station situated in the Solan district of Himachal Pradesh. It is known for its colonial-era charm, pleasant weather, and panoramic views of the Himalayas. Visitors can explore the Kasauli Monkey Point, Christ Church, and enjoy leisurely walks along the Mall Road.",4.2,Himachal Pradesh,30.8993,76.9648, Kasauli Solan Himachal Pradesh Himalayas the Kasauli Monkey Point Christ Church the Mall Road
Palampur,Kangra,Hill Station,"Palampur is a picturesque hill station located in the Kangra Valley of Himachal Pradesh. It is known for its tea gardens, colonial architecture, and scenic landscapes. Visitors can visit attractions like the Tea Gardens, Neugal Khad, and enjoy activities like trekking, paragliding, and nature walks.",4.1,Himachal Pradesh,32.1155,76.5375, the Kangra Valley of Himachal Pradesh Tea Gardens Neugal Khad
Mcleodganj,Kangra,Hill Station,"Mcleodganj is a popular hill station situated in the Kangra district of Himachal Pradesh. It is known as the ""Little Lhasa"" due to its significant Tibetan population and the presence of the Tibetan government-in-exile. Visitors can explore the Namgyal Monastery, Bhagsu Waterfall, and indulge in Tibetan cuisine and shopping for handicrafts.",4.3,Himachal Pradesh,32.2426,76.3216," Kangra Himachal Pradesh the ""Little Lhasa Tibetan Tibetan the Namgyal Monastery Bhagsu Waterfall Tibetan"
Kasol,Parvati Valley,Hill Station,"Kasol is a scenic village located in the Parvati Valley of Himachal Pradesh. It is known for its natural beauty, hippie culture, and treks to Kheerganga and Malana. Visitors can enjoy the peaceful surroundings, experience the vibrant cafe culture, and indulge in adventure activities like hiking and camping.",4.2,Himachal Pradesh,32.009,77.3149, Kasol the Parvati Valley of Himachal Pradesh Kheerganga Malana
Tirthan Valley,Kullu,Valley,"Tirthan Valley is a pristine valley located in the Kullu district of Himachal Pradesh. It is known for its untouched natural beauty, gushing Tirthan River, and picturesque landscapes. Visitors can enjoy activities like trekking, fishing, and camping, and explore the Great Himalayan National Park.",4.3,Himachal Pradesh,31.6416,77.3847, Tirthan Valley Kullu Himachal Pradesh Tirthan River the Great Himalayan National Park
Bhuntar,Kullu,Town,"Bhuntar is a town located in the Kullu district of Himachal Pradesh. It serves as the gateway to popular destinations like Manali and Kullu. Visitors can explore attractions like the Basheshwar Mahadev Temple, Bijli Mahadev Temple, and enjoy the scenic beauty of the Beas River.",4,Himachal Pradesh,31.898,77.1572, Bhuntar Kullu Himachal Pradesh Manali Kullu the Basheshwar Mahadev Temple Bijli Mahadev Temple the Beas River
Narkanda,Shimla,Hill Station,"Narkanda is a serene hill station situated in the Shimla district of Himachal Pradesh. It is known for its apple orchards, skiing slopes, and panoramic views of the snow-capped Himalayas. Visitors can indulge in adventure sports, enjoy nature walks, and experience the tranquility of this offbeat destination.",4.1,Himachal Pradesh,31.2591,77.5678, Narkanda Himachal Pradesh Himalayas
Kaza,Spiti Valley,Town,"Kaza is a town situated in the Spiti Valley of Himachal Pradesh. It is known for its stunning landscapes, monasteries, and Tibetan Buddhist culture. Visitors can explore attractions like the Key Monastery, Tabo Monastery, and enjoy adventure activities like trekking and camping amidst the picturesque surroundings.",4.2,Himachal Pradesh,32.2276,78.0637, Kaza the Spiti Valley Himachal Pradesh Tibetan Buddhist the Key Monastery Tabo Monastery
Kinnaur,Kinnaur,Valley,"Kinnaur is a mesmerizing valley located in the Kinnaur district of Himachal Pradesh. It is known for its lush green valleys, apple orchards, and ancient temples. Visitors can explore the Sangla Valley, visit the famous Kinnaur Kailash Peak, and experience the rich cultural heritage of the region.",4.3,Himachal Pradesh,31.7729,78.2657, Kinnaur Kinnaur Himachal Pradesh the Sangla Valley Kinnaur Kailash Peak
Chandratal Lake,Lahaul and Spiti,Lake,"Chandratal Lake is a mesmerizing high-altitude lake located in the Lahaul and Spiti district of Himachal Pradesh. It is known for its crystal-clear blue waters, surrounding snow-capped mountains, and scenic beauty. Visitors can trek to the lake, camp along its banks, and witness the enchanting reflections of the surrounding peaks.",4.4,Himachal Pradesh,32.4611,77.6219, Chandratal Lake Lahaul Spiti Himachal Pradesh
Great Himalayan National Park,Kullu,National Park,"The Great Himalayan National Park is a UNESCO World Heritage Site located in the Kullu district of Himachal Pradesh. It is known for its biodiversity, alpine meadows, and snow-capped peaks. Visitors can explore the park, go for wildlife spotting, trekking, and experience the untouched natural beauty of the Himalayas.",4.3,Himachal Pradesh,31.9303,77.4149, The Great Himalayan National Park UNESCO World Heritage Site Kullu Himachal Pradesh Himalayas
Sangla Valley,Kinnaur,Valley,"Sangla Valley is a picturesque valley located in the Kinnaur district of Himachal Pradesh. It is known for its apple orchards, scenic landscapes, and the Baspa River. Visitors can explore the village of Sangla, witness the Kinnauri culture, and enjoy activities like trekking and trout fishing.",4.1,Himachal Pradesh,31.3992,78.2658, Sangla Valley Kinnaur Himachal Pradesh the Baspa River Sangla Kinnauri
Prashar Lake,Mandi,Lake,"Prashar Lake is a beautiful lake located in the Mandi district of Himachal Pradesh. It is known for its crystal-clear waters, surrounded by snow-capped peaks and lush green meadows. Visitors can trek to the lake, camp on its banks, and enjoy the tranquil atmosphere amidst nature.",4.3,Himachal Pradesh,31.8184,77.1124, Prashar Lake Himachal Pradesh
Kamru Fort,Kinnaur,Fort,"Kamru Fort is an ancient fort located in the Kinnaur district of Himachal Pradesh. It is known for its unique architecture, intricate woodwork, and panoramic views of the surrounding mountains. Visitors can explore the fort, visit the Kamakshi Temple within its premises, and enjoy the cultural heritage of the region.",4.2,Himachal Pradesh,31.8609,78.3457, Kamru Fort Kinnaur Himachal Pradesh Kamakshi Temple
Bhagsu Waterfall,Kangra,Waterfall,"Bhagsu Waterfall is a stunning waterfall located near Mcleodganj in the Kangra district of Himachal Pradesh. It is known for its natural beauty, cascading waters, and serene surroundings. Visitors can trek to the waterfall, enjoy the refreshing mist, and spend a peaceful time amidst nature.",4.2,Himachal Pradesh,32.2437,76.326, Bhagsu Waterfall Mcleodganj Kangra Himachal Pradesh
Rewalsar Lake,Mandi,Lake,"Rewalsar Lake is a sacred lake located in the Mandi district of Himachal Pradesh. It is revered by Hindus, Buddhists, and Sikhs and is surrounded by monasteries and temples. Visitors can enjoy boating on the lake, explore the surrounding religious sites, and experience the spiritual ambiance of the place.",4.1,Himachal Pradesh,31.6696,76.8784, Rewalsar Lake Himachal Pradesh Hindus Buddhists Sikhs
Golden Temple,Amritsar,Religious Site,"The Golden Temple, also known as Sri Harmandir Sahib, is a famous Sikh gurdwara located in Amritsar, Punjab. It is considered the holiest shrine in Sikhism and attracts millions of visitors each year. The temple is known for its stunning architecture, golden domes, and sacred pond. Visitors can witness the religious rituals, listen to hymns, and partake in the community kitchen offering free meals.",4.9,Punjab,31.6199,74.8765, The Golden Temple Sri Harmandir Sahib Sikh Amritsar Punjab Sikhism each year
Jallianwala Bagh,Amritsar,Historical Site,"Jallianwala Bagh is a public garden in Amritsar, Punjab, with historical significance. It is the site of the Jallianwala Bagh massacre that took place on April 13, 1919, during the British rule in India. Visitors can explore the garden, learn about the tragic incident, and pay homage to the martyrs at the memorial.",4.5,Punjab,31.6214,74.876," Jallianwala Bagh Amritsar Punjab Jallianwala Bagh April 13, 1919 British India"
Anandpur Sahib,Rupnagar,Religious Site,"Anandpur Sahib is a holy town located in Rupnagar district of Punjab. It is an important pilgrimage site for Sikhs and holds historical significance. It is the birthplace of the Khalsa and hosts the Hola Mohalla festival, a grand celebration of Sikh martial arts. Visitors can visit the various gurdwaras, participate in religious ceremonies, and experience the spiritual ambiance of the place.",4.4,Punjab,31.2465,76.503, Anandpur Sahib Rupnagar Punjab Sikhs Khalsa Sikh
Virasat-e-Khalsa,Anandpur Sahib,Museum,"Virasat-e-Khalsa is a museum located in Anandpur Sahib, Punjab. It is dedicated to showcasing the rich history and culture of the Sikh community. The museum features interactive exhibits, multimedia presentations, and artifacts depicting the life and teachings of the Sikh Gurus. Visitors can learn about Sikhism's evolution, explore the galleries, and gain a deeper understanding of the religion.",4.7,Punjab,31.2381,76.5027, Anandpur Sahib Punjab Sikh the Sikh Gurus Sikhism
Sukhna Lake,Chandigarh,Lake,"Sukhna Lake is a serene man-made lake located in Chandigarh. It is a popular spot for boating, picnics, and leisurely walks. The lake is surrounded by lush greenery and offers beautiful views of the surrounding mountains. Visitors can enjoy boating, indulge in water sports, or simply relax by the lakeside.",4.5,Punjab,30.737,76.805, Sukhna Lake Chandigarh lush greenery
Maharaja Ranjit Singh Museum,Amritsar,Museum,"Maharaja Ranjit Singh Museum is a historical museum located in Amritsar, Punjab. It is dedicated to showcasing the life, achievements, and artifacts related to Maharaja Ranjit Singh, the founder of the Sikh Empire. The museum houses a collection of paintings, arms and armory, personal belongings, and rare manuscripts. Visitors can learn about the rich history and legacy of Maharaja Ranjit Singh.",4.2,Punjab,31.6238,74.8767, Maharaja Ranjit Singh Museum Amritsar Punjab Maharaja Singh the Sikh Empire Maharaja Singh
Bhatinda Fort,Bhatinda,Historical Site,"Bhatinda Fort, also known as Qila Mubarak, is an ancient fort located in Bhatinda, Punjab. It is believed to be one of the oldest surviving forts in India, with a history dating back to the Kushan period. The fort is known for its impressive architecture, intricate carvings, and historical significance. Visitors can explore the fort complex, admire the ancient structures, and learn about the region's rich heritage.",4.1,Punjab,30.207,74.9514, Bhatinda Fort Qila Mubarak Bhatinda Punjab India Kushan
