Place Name,Location,Category,Description,Rating,State,latitude,longitude
Goecha La Trek,West Sikkim,Trekking,"Goecha La Trek is a popular trekking route in Sikkim that takes you to the spectacular Goecha La Pass. It offers breathtaking views of the Kanchenjunga mountain range, glacial lakes, and stunning landscapes. The trek is a challenging adventure that takes you through rhododendron forests, meadows, and high-altitude terrain.",4.7,sikkim,27.513,88.1599
Yuksum,West Sikkim,Historical Town,"Yuksom is a historic town located in West Sikkim. It holds immense cultural and historical importance as it was the first capital of Sikkim. Visitors can explore attractions like the Dubdi Monastery, Norbugang Park, and enjoy trekking to the nearby scenic spots. Yuksom serves as the base camp for the Goecha La Trek.",4.5,sikkim,27.3685,88.2196
Baga Beach,Calangute,Beach,"Baga Beach is one of the most popular beaches in Goa. It offers a vibrant atmosphere with beach shacks, water sports, and a lively nightlife. Visitors can relax on the sandy shores, enjoy water activities, and experience the bustling beach vibe.",4.5,goa,15.5729,73.7522
Calangute Beach,Calangute,Beach,"Calangute Beach is the largest and busiest beach in North Goa. It is known for its golden sand, clear waters, and a range of water sports. Visitors can sunbathe, swim, try water activities, and explore the nearby markets and restaurants.",4.4,goa,15.556,73.7547
Anjuna Beach,Anjuna,Beach,"Anjuna Beach is famous for its hippie culture and weekly flea market. It offers a unique vibe with live music, beach parties, and shopping for clothes, jewelry, and souvenirs. Visitors can relax on the beach, enjoy the vibrant atmosphere, and shop at the flea market.",4.3,goa,15.5829,73.741
Dudhsagar Waterfalls,Sanguem,Waterfall,"Dudhsagar Waterfalls is one of the highest waterfalls in India. It cascades down from a height of over 300 meters, surrounded by lush greenery. Visitors can trek through the forest, swim in the pool beneath the falls, and admire the breathtaking natural beauty.",4.6,goa,15.314,74.3146
Fort Aguada,Sinquerim,Fort,"Fort Aguada is a well-preserved 17th-century Portuguese fort in Goa. It offers panoramic views of the Arabian Sea and the surrounding landscapes. Visitors can explore the fort's architecture, visit the lighthouse, and enjoy the scenic beauty from the fort walls.",4.4,goa,15.4963,73.7679
Candolim Beach,Candolim,Beach,"Candolim Beach is a serene and less crowded beach in North Goa. It offers a tranquil atmosphere, water sports, and beachside shacks. Visitors can relax, take long walks along the shore, and enjoy the beautiful sunset views.",4.2,goa,15.518,73.7626
Palolem Beach,Canacona,Beach,"Palolem Beach is a stunning crescent-shaped beach in South Goa. It is known for its scenic beauty, calm waters, and laid-back atmosphere. Visitors can relax on the golden sand, take a boat ride, and indulge in beachside dining.",4.5,goa,15.0097,74.0234
Morjim Beach,Morjim,Beach,"Morjim Beach is a pristine beach known for its serene ambiance and Olive Ridley turtle nesting site. It offers a tranquil setting, scenic views, and a chance to spot migratory birds. Visitors can relax, enjoy water sports, and witness the unique wildlife.",4.3,goa,15.6319,73.7317
Chapora Fort,Chapora,Fort,"Chapora Fort is a popular tourist attraction in Goa, known for its panoramic views of the Arabian Sea and the nearby Vagator Beach. It is a popular spot to watch the sunset and offers a glimpse into the history of Goa. Visitors can explore the fort's ruins and enjoy the scenic beauty.",4.2,goa,15.6055,73.7386
Vagator Beach,Vagator,Beach,"Vagator Beach is a scenic beach in North Goa known for its dramatic cliffs, golden sand, and vibrant nightlife. It offers a mix of relaxation, water sports, and beach parties. Visitors can enjoy sunbathing, swimming, and exploring the nearby attractions.",4.3,goa,15.601,73.7396
Dona Paula,Panaji,Viewpoint,"Dona Paula is a popular viewpoint and tourist attraction in Goa. It offers panoramic views of the Arabian Sea and the Mandovi and Zuari rivers. Visitors can enjoy the scenic beauty, visit the Dona Paula Jetty, and explore the nearby markets and restaurants.",4.1,goa,15.4645,73.8018
Colva Beach,Colva,Beach,"Colva Beach is one of the largest and most popular beaches in South Goa. It offers a long stretch of white sand, clear waters, and beachside shacks. Visitors can relax, take a leisurely stroll, and enjoy water sports and beach activities.",4.2,goa,15.2729,73.9133
Mangueshi Temple,Ponda,Hindu Temple,"Mangueshi Temple is a famous Hindu temple dedicated to Lord Manguesh in Ponda, Goa. It is known for its beautiful architecture, intricate carvings, and religious significance. Visitors can seek blessings, participate in rituals, and learn about the local culture and traditions.",4.4,goa,15.3865,74.0182
Reis Magos Fort,Verem,Fort,"Reis Magos Fort is a historic fort located in Verem, Goa. It offers a glimpse into Goa's colonial past and offers panoramic views of the Mandovi River and the Arabian Sea. Visitors can explore the fort's museum, art gallery, and enjoy the scenic surroundings.",4.2,goa,15.5167,73.8042
Naval Aviation Museum,Bogmalo,Museum,"Naval Aviation Museum is a unique museum in Goa that showcases the history and heritage of Indian Naval Aviation. It displays various aircraft, weapons, and artifacts related to naval aviation. Visitors can learn about the Indian Navy's achievements and explore the museum's exhibits.",4.3,goa,15.3794,73.8158
Salim Ali Bird Sanctuary,Chorão,Bird Sanctuary,"Salim Ali Bird Sanctuary is a paradise for bird enthusiasts located on Chorão Island in Goa. It is home to a variety of bird species, including migratory birds. Visitors can explore the sanctuary through boat rides, nature trails, and birdwatching.",4.2,goa,15.4911,73.8747
Ancestral Goa, Loutolim,Open-air Museum,"Ancestral Goa, also known as the Big Foot Museum, is an open-air museum that showcases Goan rural life, art, and culture. It features a sculpture park, a miniature Goan village, and art installations. Visitors can learn about Goan traditions, enjoy cultural performances, and witness traditional handicrafts.",4.1,goa,15.3346,73.9955
Bondla Wildlife Sanctuary,Bondla,Wildlife Sanctuary,"Bondla Wildlife Sanctuary is a small but beautiful wildlife sanctuary in Goa. It is home to various animal species, including deer, monkeys, birds, and reptiles. Visitors can explore the sanctuary through nature trails, visit the mini zoo, and enjoy picnics in the lush surroundings.",4.2,goa,15.4676,74.0674
Basilica of Bom Jesus,Old Goa,Church,"The Basilica of Bom Jesus is a UNESCO World Heritage Site and one of the most important Christian pilgrimage sites in Goa. It houses the mortal remains of St. Francis Xavier and showcases exquisite Baroque architecture. Visitors can admire the ornate interiors, attend mass, and explore the nearby Se Cathedral and Church of St. Francis of Assisi.",4.5,goa,15.5014,73.9114
Mollem National Park,Mollem,National Park,"Mollem National Park is a popular nature reserve located in the Western Ghats of Goa. It is known for its rich biodiversity, waterfalls, and trekking trails. Visitors can spot various wildlife species, explore the Dudhsagar Waterfalls, and enjoy nature walks in the lush greenery.",4.3,goa,15.3023,74.194
Ashwem Beach,Ashwem,Beach,"Ashwem Beach is a serene and less crowded beach in North Goa. It offers a peaceful atmosphere, pristine shoreline, and picturesque sunsets. Visitors can relax, indulge in yoga and meditation, and enjoy beachside dining at the shacks.",4.4,goa,15.6489,73.7246
Mhadei Wildlife Sanctuary,Mollem,Wildlife Sanctuary,"Mhadei Wildlife Sanctuary is a protected area in Goa known for its diverse flora and fauna. It is home to elusive animals like the Bengal tiger, leopard, and black panther. Visitors can explore the sanctuary through trekking trails, birdwatching, and wildlife spotting.",4.2,goa,15.41,74.1523
Tito's Lane,Baga,Nightlife,"Tito's Lane is a famous nightlife hotspot in Goa, particularly in Baga. It is lined with numerous clubs, bars, and restaurants offering a vibrant and energetic atmosphere. Visitors can dance the night away, enjoy live music, and experience the lively party scene.",4.1,goa,15.5753,73.7513
Mandrem Beach,Mandrem,Beach,"Mandrem Beach is a pristine and secluded beach in North Goa. It is known for its natural beauty, tranquil ambiance, and dolphin spotting. Visitors can relax, take long walks, and enjoy water sports in a peaceful setting.",4.3,goa,15.6742,73.7037
Fontainhas,Panaji,Heritage District,"Fontainhas is the Latin Quarter of Panaji, known for its colorful Portuguese-style houses, narrow streets, and artistic vibes. It offers a charming ambiance and is a paradise for art and architecture enthusiasts. Visitors can wander through the streets, admire the heritage buildings, and visit art galleries and cafes.",4.4,goa,15.4956,73.8297
Cotigao Wildlife Sanctuary,Cancona,Wildlife Sanctuary,"Cotigao Wildlife Sanctuary is a picturesque sanctuary located in South Goa. It is known for its dense forests, diverse wildlife, and trekking trails. Visitors can spot animals like Indian gaur, sloth bear, and various bird species. The sanctuary also has a watchtower for panoramic views.",4.1,goa,14.9996,74.0327
Arpora Night Market,Arpora,Market,"Arpora Night Market, also known as Saturday Night Market, is a vibrant flea market in Goa. It offers a lively atmosphere, shopping stalls, food stalls, live music, and cultural performances. Visitors can shop for clothes, accessories, handicrafts, and indulge in delicious street food.",4.2,goa,15.5974,73
Place Name,Location,Category,Description,Rating,goa,Latitude,Longitude
Ashvem-Morjim Beach,Ashvem,Beach,"Ashvem-Morjim Beach is a beautiful stretch of coastline in North Goa. It offers a serene and less crowded atmosphere, making it perfect for relaxation and peaceful walks. Visitors can enjoy sunbathing, swimming, and spotting Olive Ridley turtles during nesting season.",4.3,goa,15.6477,73.7262
Chapora River,Carambolim,River,"Chapora River is a scenic river in Goa that flows through the village of Carambolim. It offers a peaceful and picturesque setting, surrounded by lush greenery. Visitors can enjoy boating, birdwatching, and experience the tranquility of nature.",4.2,goa,15.4182,73.9449
Terekhol Fort,Terekhol,Fort,"Terekhol Fort, also known as Fort Tiracol, is a historic fort located on the northernmost tip of Goa. It offers panoramic views of the Arabian Sea and the Terekhol River. Visitors can explore the fort's museum, enjoy a stay at the heritage hotel, and witness the breathtaking sunsets.",4.4,goa,15.7272,73.6934
Cavelossim Beach,Cavelossim,Beach,"Cavelossim Beach is a serene and scenic beach in South Goa. It is known for its pristine beauty, soft sand, and tranquility. Visitors can relax, enjoy water sports, and witness the stunning sunsets over the Arabian Sea.",4.2,goa,15.1793,73.9553
Big Foot Cross Museum,Loutolim,Museum,"Big Foot Cross Museum, also known as Ancestral Goa, is a unique museum that showcases Goan rural life and culture. It features a collection of ancient crosses, traditional artifacts, and a sculpture park. Visitors can explore the museum, learn about Goan traditions, and witness cultural performances.",4.2,goa,15.3346,73.9955
Ashvem Beach,Ashvem,Beach,"Ashvem Beach is a beautiful and serene beach in North Goa. It offers a peaceful ambiance, soft sand, and clear waters. Visitors can relax, indulge in beachside yoga and meditation, and enjoy the tranquil surroundings.",4.3,goa,15.6496,73.7265
Betul Lighthouse,Betul,Lighthouse,"Betul Lighthouse is a picturesque lighthouse located in the village of Betul, Goa. It offers panoramic views of the Arabian Sea and the surrounding landscapes. Visitors can climb to the top of the lighthouse, enjoy the scenic beauty, and capture stunning photographs.",4.2,goa,15.0904,73.9494
Arvalem Waterfall,Sanquelim,Waterfall,"Arvalem Waterfall, also known as Harvalem Waterfall, is a scenic waterfall located in Sanquelim, Goa. It cascades down from a height of about 50 meters amidst lush green surroundings. Visitors can enjoy the natural beauty, take a refreshing dip in the pool, and picnic in the nearby park.",4.2,goa,15.5827,74.0136
Museum of Goa,Pilerne,Museum,"Museum of Goa is a contemporary art museum that showcases the works of local and international artists. It exhibits a diverse collection of paintings, sculptures, installations, and multimedia art. Visitors can explore the museum, attend art workshops, and appreciate the creative expressions.",4.3,goa,15.5811,73.7747
Zuari River,Vasco da Gama,River,"Zuari River is a major river in Goa that flows through the town of Vasco da Gama. It offers scenic views, river cruises, and fishing opportunities. Visitors can enjoy boating, spot diverse bird species, and witness the confluence of the Mandovi and Zuari rivers.",4.2,goa,15.3833,73.8233
Chorla Ghat,Valpoi,Hill Station,"Chorla Ghat is a picturesque hill station located on the Goa-Karnataka-Maharashtra border. It is known for its lush green landscapes, waterfalls, and trekking trails. Visitors can enjoy nature walks, birdwatching, and breathtaking views of the Western Ghats.",4.3,goa,15.6046,74.0672
Shri Mangeshi Temple,Mangeshi,Hindu Temple,"Shri Mangeshi Temple is a famous Hindu temple dedicated to Lord Shiva in Mangeshi, Goa. It is known for its beautiful architecture and religious significance. Visitors can seek blessings, admire the temple's intricate carvings, and experience the spiritual ambiance.",4.4,goa,15.4117,73.9812
Bhagwan Mahaveer Wildlife Sanctuary,Molem,Wildlife Sanctuary,"Bhagwan Mahaveer Wildlife Sanctuary is a sprawling wildlife sanctuary located in Molem, Goa. It is home to various animal species, including the elusive Bengal tiger, leopard, and Indian bison. Visitors can explore the sanctuary through trekking trails, jeep safaris, and spot wildlife in their natural habitat.",4.3,goa,15.393,74.206
Anjuna Flea Market,Anjuna,Market,"Anjuna Flea Market is a vibrant and bustling market held every Wednesday in Anjuna, Goa. It offers a wide range of stalls selling clothes, jewelry, handicrafts, souvenirs, and local artwork. Visitors can shop for unique items, bargain for good deals, and experience the lively market atmosphere.",4.2,goa,15.588,73.7433
Deltin Royale Casino,Panjim,Casino,"Deltin Royale Casino is a luxurious floating casino located on the Mandovi River in Panjim, Goa. It offers a wide range of gaming options, including slot machines, table games, and poker. Visitors can enjoy live entertainment, indulge in fine dining, and experience the vibrant casino ambiance.",4.3,goa,15.4961,73.817
Bambolim Beach,Bambolim,Beach,"Bambolim Beach is a serene and less crowded beach located near Panjim, Goa. It offers a peaceful atmosphere, scenic views, and a tranquil shoreline. Visitors can relax, enjoy beach walks, and admire the natural beauty of the surroundings.",4.2,goa,15.434,73.8463
Talpona Beach,Talpona,Beach,"Talpona Beach is a secluded and pristine beach in South Goa. It offers a tranquil and unspoiled environment, perfect for relaxation and solitude. Visitors can enjoy long walks, sunbathing, and experience the untouched beauty of the beach.",4.2,goa,15.0155,74.0884
Archaeological Museum and Portrait Gallery is located in the historic city of Old Goa. It exhibits a collection of artifacts, sculptures, and portraits that depict the rich cultural heritage of Goa. Visitors can learn about Goa's history, explore the archaeological exhibits,4,goa,15.4989,73.9056
Khajuraho Group of Monuments,Khajuraho,Architectural Site,"The Khajuraho Group of Monuments is a UNESCO World Heritage Site famous for its stunning temples adorned with intricate carvings. The temples depict various aspects of life, including love, sensuality, and spirituality. Visitors can admire the architectural brilliance, explore the temple complex, and witness the exquisite craftsmanship.",4.5,madhya pradesh,24.8318,79.9199
Bandhavgarh National Park,Umaria,National Park,"Bandhavgarh National Park is one of the popular national parks in India known for its high density of tigers. It offers a unique wildlife experience with its diverse flora and fauna. Visitors can go on jeep safaris, spot tigers, and explore the scenic landscapes.",4.5,madhya pradesh,23.7244,81.0268
Kanha National Park,Mandla,National Park,"Kanha National Park is one of the largest and well-preserved national parks in Madhya Pradesh. It is known for its rich biodiversity and is home to various wildlife species, including tigers, leopards, and barasingha. Visitors can enjoy wildlife safaris, birdwatching, and immerse themselves in the natural beauty of the park.",4.4,madhya pradesh,22.3554,80.6218
Gwalior Fort,Gwalior,Fort,"Gwalior Fort is a majestic hilltop fort overlooking the city of Gwalior. It is known for its impressive architecture and historical significance. Visitors can explore the fort complex, visit various palaces and temples, and enjoy panoramic views of the city below.",4.5,madhya pradesh,26.2244,78.1736
Sanchi Stupa,Sanchi,Buddhist Site,"Sanchi Stupa is a UNESCO World Heritage Site and an important Buddhist monument in Madhya Pradesh. It is renowned for its ancient stupas, monasteries, and intricate carvings. Visitors can learn about Buddhist history and architecture, admire the serene surroundings, and explore the Buddhist complex.",4.5,madhya pradesh,23.4755,77.7377
Bhimbetka Rock Shelters,Raisen,Archaeological Site,"Bhimbetka Rock Shelters are a UNESCO World Heritage Site known for their prehistoric cave paintings. These rock shelters date back to the Paleolithic and Mesolithic eras and provide insights into early human life. Visitors can explore the rock shelters, observe the ancient art, and learn about human evolution.",4.4,madhya pradesh,22.9335,77.617
Orchha Fort Complex,Orchha,Fort,"Orchha Fort Complex is a historical site known for its palaces, temples, and cenotaphs. It reflects the grandeur of the Bundela dynasty and offers a glimpse into the rich cultural heritage of Madhya Pradesh. Visitors can explore the fort complex, admire the architectural marvels, and witness the light and sound show.",4.4,madhya pradesh,25.3481,78.6428
Pachmarhi Hill Station,Pachmarhi,Hill Station,"Pachmarhi is a popular hill station nestled in the Satpura Range of Madhya Pradesh. It is known for its pleasant climate, scenic beauty, and cascading waterfalls. Visitors can enjoy nature walks, trekking, and explore attractions like Jata Shankar Caves, Bee Falls, and Dhupgarh.",4.4,madhya pradesh,22.4674,78.4348
Jabalpur Marble Rocks,Jabalpur,Geological Formation,"The Marble Rocks in Jabalpur is a stunning geological formation along the Narmada River. These marble cliffs exhibit unique patterns and are a popular tourist attraction. Visitors can enjoy a boat ride through the rocks, witness the play of light and shadow on the river, and marvel at the natural beauty.",4.5,madhya pradesh,23.1469,79.9257
Bhopal Upper Lake,Bhopal,Lake,"The Upper Lake in Bhopal is one of the largest artificial lakes in Asia. It is a serene water body offering boating facilities, lakeside promenades, and panoramic views. Visitors can enjoy boating, witness beautiful sunsets, and relax in the peaceful surroundings of the lake.",4.3,madhya pradesh,23.244,77.4149
Omkareshwar Temple,Khandwa,Hindu Temple,"Omkareshwar Temple is a renowned Hindu temple dedicated to Lord Shiva located on the island of Mandhata in the Narmada River. It is one of the 12 Jyotirlinga temples in India and attracts devotees from all over. Visitors can seek blessings, participate in religious rituals, and enjoy the scenic surroundings.",4.4,madhya pradesh,22.2227,76.441
Chanderi Fort,Chanderi,Fort,"Chanderi Fort is a historic fort perched on a hilltop in Chanderi. It is known for its architectural grandeur and panoramic views of the surrounding town. Visitors can explore the fort complex, visit ancient structures like Kirti Durg and Jama Masjid, and immerse themselves in the historical significance of the place.",4.3,madhya pradesh,24.7112,78.1397
Mahakaleshwar Temple,Ujjain,Hindu Temple,"Mahakaleshwar Temple is one of the most important Hindu temples dedicated to Lord Shiva in Ujjain. It is one of the 12 Jyotirlinga temples and holds immense religious significance. Visitors can attend the daily rituals, experience the divine ambiance, and seek blessings at this revered temple.",4.5,madhya pradesh,23.1793,75.7852
Mandu Fort,Mandu,Fort,"Mandu Fort, also known as Mandavgarh, is a magnificent fort complex in Mandu. It is known for its grand architecture, palaces, and historical ruins. Visitors can explore the fort, visit landmarks like Jahaz Mahal and Hindola Mahal, and enjoy panoramic views of the surrounding landscape.",4.4,madhya pradesh,22.344,75.4079
Dhuandhar Falls,Bhedaghat,Waterfall,"Dhuandhar Falls is a popular waterfall located in Bhedaghat, near Jabalpur. The Narmada River cascades down with great force, creating a spectacle of mist and sound. Visitors can witness the powerful waterfall, take a boat ride in the marble canyon, and enjoy the breathtaking natural beauty.",4.4,madhya pradesh,23.1882,79.8721
Sanchi Museum,Sanchi,Museum,"Sanchi Museum is located near the Sanchi Stupa and houses an extensive collection of artifacts, sculptures, and relics related to Buddhism. It provides valuable insights into the history, art, and culture of the region. Visitors can learn about Buddhist art, view ancient relics, and enhance their understanding of Sanchi's heritage.",4.3,madhya pradesh,23.4784,77.7352
Dhuandhar Cable Car,Bhedaghat,Cable Car,The Dhuandhar Cable Car in Bhedaghat offers a thrilling aerial ride over the scenic Dhuandhar Falls and the marble rocks. It provides panoramic views of the Narmada River and the surrounding landscape. Visitors can enjoy a unique perspective of the natural wonders while experiencing an exhilarating cable car ride.,4.2,madhya pradesh,23.1915,79.8777
Gwalior Zoo,Gwalior,Zoo,"Gwalior Zoo, also known as Gandhi Prani Udhyan, is a popular zoo located in Gwalior. It is home to a variety of wildlife species, including lions, tigers, bears, and exotic birds. Visitors can explore the zoo, observe the animals in their natural habitats, and learn about wildlife conservation.",4.2,madhya pradesh,26.1872,78.1812
Shivpuri,Madhya Pradesh,Nature Reserve,"Shivpuri is a nature reserve and wildlife sanctuary located in Madhya Pradesh. It is known for its lush forests, tranquil lakes, and diverse wildlife. Visitors can engage in activities like wildlife safaris, birdwatching, and nature walks to explore the natural beauty and spot animals like deer, leopards, and monkeys.",4.1,madhya pradesh,25.4036,77.6644
Raneh Falls,Khajuraho,Waterfall,"Raneh Falls is a picturesque waterfall located in Khajuraho. It is famous for its unique rock formations and the stunning colors reflected in the water during sunset. Visitors can witness the beauty of the falls, explore the surrounding canyon, and capture mesmerizing photographs.",4.1,madhya pradesh,24.8807,79.6232
Pench National Park,Seoni,National Park,"Pench National Park is a renowned national park situated in Seoni and Chhindwara districts of Madhya Pradesh. It is known for its rich biodiversity, including tigers, leopards, elephants, and various bird species. Visitors can enjoy wildlife safaris, birdwatching, and immerse themselves in the natural splendor of the park.",4.3,madhya pradesh,21.7724,79.113
Rewa,Uttar Pradesh,Historical City,"Rewa is a historical city located in Madhya Pradesh. It is known for its rich history, heritage sites, and natural beauty. Visitors can explore attractions like Rewa Fort, Govindgarh Palace, and Keoti Falls, and witness the cultural and architectural marvels of this charming city.",4,madhya pradesh,24.5313,81.297
Bargi Dam,Jabalpur,Dam,"Bargi Dam is a popular tourist spot located near Jabalpur. It is built on the Narmada River and offers scenic views, boating facilities, and water sports. Visitors can enjoy a boat ride on the reservoir, indulge in fishing, or simply relax amidst the serene surroundings.",4.2,madhya pradesh,22.9973,79.5563
Orchha,Fort Complex,Historical City,"Orchha is a historical town known for its magnificent fort complex and temples. It is located near the banks of the Betwa River and showcases architectural marvels from the medieval period. Visitors can explore the Orchha Fort, Jehangir Mahal, and Ram Raja Temple, and immerse themselves in the rich cultural heritage of the town.",4.4,madhya pradesh,25.3507,78.6417
Panna National Park,Panna,National Park,"Panna National Park is a renowned national park situated in the Panna and Chhatarpur districts of Madhya Pradesh. It is known for its diverse wildlife, including tigers, leopards, and various bird species. Visitors can enjoy wildlife safaris, explore ancient caves, and witness the natural beauty of the park.",4.3,madhya pradesh,24.574,80.2454
Bhojpur Temple,Bhojpur,Hindu Temple,"Bhojpur Temple is a famous Hindu temple dedicated to Lord Shiva. It is known for its colossal Lingam and intricate carvings. Visitors can admire the architectural brilliance of the temple, explore the ruins of the unfinished fort, and experience the spiritual ambiance of this ancient site.",4.2,madhya pradesh,23.1659,77.5185
Chitrakoot,Satna,Pilgrimage Site,"Chitrakoot is a sacred pilgrimage site associated with Lord Rama. It is believed to be the place where Lord Rama, Sita, and Lakshmana spent their exile period. Visitors can visit the various temples, take a dip in the holy rivers, and experience the spiritual significance of this revered place.",4.4,madhya pradesh,25.1874,80.8645
Tawa Dam,Hoshangabad,Dam,"Tawa Dam is a beautiful dam located on the Tawa River in Hoshangabad. It offers scenic views, boating facilities, and a peaceful atmosphere. Visitors can enjoy boating, indulge in water sports, and witness the picturesque landscapes surrounding the dam.",4.2,madhya pradesh,22.5832,77.8214
Jama Masjid,Bhopal,Mosque,"Jama Masjid is a historic mosque located in Bhopal. It is known for its splendid architecture, exquisite carvings, and grandeur. Visitors can admire the intricate details of the mosque, experience its spiritual aura, and learn about its cultural significance.",4.3,madhya pradesh,23.2605,77.3946
Kanha National Park,Balaghat,National Park,"Kanha National Park is one of the largest national parks in Madhya Pradesh and a popular tiger reserve. It is known for its abundant wildlife, including tigers, leopards, and barasingha. Visitors can enjoy wildlife safaris, birdwatching, and nature walks to explore the diverse flora and fauna of the park.",4.4,madhya pradesh,22.3334,80.6112
Shivpuri,Madhya Pradesh,Historical City,"Shivpuri is a historical city located in Madhya Pradesh. It is known for its royal heritage, ancient monuments, and natural beauty. Visitors can explore attractions like Madhav National Park, George Castle, and Bhadaiya Kund, and experience the cultural and historical richness of the city.",4.1,madhya pradesh,25.4286,77.6597
Ujjain,Ujjain,Historical City,"Ujjain is a historical city located on the banks of the Shipra River. It is known for its ancient temples, including the famous Mahakaleshwar Temple. Visitors can explore the rich religious and cultural heritage of the city, attend religious ceremonies, and witness the grandeur of the Kumbh Mela.",4.3,madhya pradesh,23.1793,75.7849
Pachmarhi,Hoshangabad,Hill Station,"Pachmarhi is a popular hill station in Madhya Pradesh known for its scenic beauty, waterfalls, and lush green forests. It offers a peaceful retreat amidst nature and is a paradise for trekkers and nature lovers. Visitors can explore attractions like Jata Shankar Cave, Bee Falls, and Dhoopgarh, and enjoy the serene ambiance of the hill station.",4.4,madhya pradesh,22.4674,78.4336
Bhopal,Bhopal,Capital City,"Bhopal is the capital city of Madhya Pradesh and a blend of history, culture, and modernity. It is known for its beautiful lakes, magnificent palaces, and vibrant markets. Visitors can explore attractions like Upper Lake, Bhopal Palace, and Bharat Bhavan, and savor the culinary delights of the city.",4.2,madhya pradesh,23.2599,77.4126
Khajuraho Temples,Khajuraho,Hindu Temples,"Khajuraho Temples are a group of ancient Hindu temples known for their intricate sculptures and architectural brilliance. They are a UNESCO World Heritage Site and depict various aspects of life, mythology, and spirituality. Visitors can admire the exquisite carvings, learn about the history of the temples, and experience the artistic magnificence.",4.4,madhya pradesh,24.8318,79.9199
Satpura National Park,Hoshangabad,National Park,"Satpura National Park is a scenic national park located in the Hoshangabad district of Madhya Pradesh. It is known for its dense forests, rugged terrains, and diverse wildlife, including tigers, leopards, and sloth bears. Visitors can enjoy wildlife safaris, nature walks, and explore the enchanting beauty of the park.",4.3,madhya pradesh,22.5243,78.8495
Orchha,Fort Complex,Historical City,"Orchha is a historical town known for its magnificent fort complex and temples. It is located near the banks of the Betwa River and showcases architectural marvels from the medieval period. Visitors can explore the Orchha Fort, Jehangir Mahal, and Ram Raja Temple, and immerse themselves in the rich cultural heritage of the town.",4.4,madhya pradesh,25.3507,78.6417
Panna National Park,Panna,National Park,"Panna National Park is a renowned national park situated in the Panna and Chhatarpur districts of Madhya Pradesh. It is known for its diverse wildlife, including tigers, leopards, and various bird species. Visitors can enjoy wildlife safaris, explore ancient caves, and witness the natural beauty of the park.",4.3,madhya pradesh,24.574,80.2454
Bhojpur Temple,Bhojpur,Hindu Temple,"Bhojpur Temple is a famous Hindu temple dedicated to Lord Shiva. It is known for its colossal Lingam and intricate carvings. Visitors can admire the architectural brilliance of the temple, explore the ruins of the unfinished fort, and experience the spiritual ambiance of this ancient site.",4.2,madhya pradesh,23.1745,77.5323
Sultanpur National Park,Gurgaon,National Park,"Sultanpur National Park is a popular bird sanctuary located in Gurgaon, Haryana. It is home to various migratory bird species and offers excellent opportunities for birdwatching. Visitors can explore the park's trails, spot diverse birdlife, and enjoy the serene surroundings.",4.4,haryana,28.4471,77.0319
Surajkund,Faridabad,Historical Site,"Surajkund is an ancient reservoir and a popular tourist attraction near Faridabad. It is known for its picturesque surroundings and the annual Surajkund Crafts Mela, showcasing traditional Indian handicrafts. Visitors can enjoy boating, explore the ruins of the Sun Pool, and witness the vibrant cultural festivities.",4.3,haryana,28.4894,77.2822
Kurukshetra,Kurukshetra,Spiritual City,"Kurukshetra is a sacred city in Haryana, steeped in mythological and historical significance. It is believed to be the battlefield of the epic Mahabharata. Visitors can explore ancient temples, visit the Kurukshetra Panorama and Science Centre, and learn about the rich cultural heritage of the city.",4.2,haryana,29.9697,76.8784
Badhkal Lake,Faridabad,Recreational Spot,"Badhkal Lake is a serene lake located near Faridabad. It is a popular picnic spot offering boating facilities and a tranquil environment. Visitors can relax by the lakeside, enjoy the scenic views, and indulge in recreational activities.",4.1,haryana,28.357,77.3259
Damdama Lake,Gurgaon,Recreational Spot,"Damdama Lake is a large natural lake located in the Aravalli hills near Gurgaon. It is a popular destination for adventure activities and day trips. Visitors can enjoy boating, kayaking, rock climbing, and zip-lining, and experience the beauty of the surrounding landscapes.",4.3,haryana,28.3387,77.1955
Karna Lake,Karnal,Recreational Spot,"Karna Lake is a picturesque lake located in Karnal, Haryana. It is known for its serene ambiance and beautiful surroundings. Visitors can enjoy boating, indulge in waterside dining, and relax in the tranquil environment of the lake.",4.2,haryana,29.6741,76.9995
Pinjore Gardens,Panchkula,Gardens,"Pinjore Gardens, also known as Yadavindra Gardens, is a historic garden located in Panchkula. It is known for its Mughal-style architecture, beautiful fountains, and lush greenery. Visitors can stroll through the gardens, admire the scenic landscapes, and visit the ancient Bhima Devi Temple.",4.3,haryana,30.7967,76.9146
Sheikh Chilli's Tomb,Thanesar,Historical Site,"Sheikh Chilli's Tomb is a historical site located in Thanesar, Haryana. It is the mausoleum of Sheikh Chilli, a popular character from folklore. Visitors can explore the tomb, learn about the legendary tales associated with Sheikh Chilli, and appreciate the architectural beauty of the monument.",4.1,haryana,29.994,76.8365
Sultanpur National Park,Gurgaon,National Park,"Sultanpur National Park is a popular bird sanctuary located in Gurgaon, Haryana. It is home to various migratory bird species and offers excellent opportunities for birdwatching. Visitors can explore the park's trails, spot diverse birdlife, and enjoy the serene surroundings.",4.4,haryana,28.4471,77.0319
